Customer Status,Customer ID,Age,City,Zip Code,Latitude,Longitude,Internet Type,Phone Service,Gender,Tenure in Months,Monthly Charge,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Payment Method,Streaming Movies,Streaming TV
Stayed,N263562,74,Brewster,68821,42.0095,-99.85778,Fiber Optic,Yes,Male,53.15277,220.1185,406.0938751666667,No,No,No,Yes,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,F371642,78,Boody,62514,39.76249,-89.05069,DSL,Yes,Female,59.35209,117.4392,450.58787374999997,No,No,No,No,Month-to-month,No,Mailed Check,No,Yes
Stayed,V463431,24,Ontario,91762,34.02905,-117.6448,DSL,Yes,Female,55.22442,94.97283,429.67199125,Yes,No,No,No,Month-to-month,Yes,Mailed Check,No,No
Stayed,I552955,75,Arnaudville,70512,30.41407,-91.92303,DSL,Yes,Female,62.72855,104.9781,475.50186,No,No,Yes,No,One year,Yes,Bank Withdrawal,No,No
Stayed,T813428,35,Stewart,39767,33.47662,-89.4468,,Yes,Nonbinary,56.43572,79.97886,393.89365058333334,No,No,No,No,Month-to-month,No,Mailed Check,No,No
Churned,Q118737,80,Channing,49815,46.18673,-87.96493,DSL,Yes,Male,61.70044,237.6549,531.2991305833333,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,R486479,74,Elk Grove,95758,38.42788,-121.4434,DSL,Yes,Male,69.38376,152.4555,535.5587326666667,Yes,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Stayed,T174066,33,Rockville,20852,39.05151,-77.12458,Fiber Optic,Yes,Male,45.91919,169.9378,345.816247,No,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Stayed,V249937,67,Blair,54616,44.29963,-91.23187,,Yes,Male,70.99616,114.9658,499.9236348333333,No,No,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,G946463,39,Astatula,34705,28.69926,-81.71559,Fiber Optic,Yes,Male,38.92029,184.9785,312.31520166666667,Yes,Yes,Yes,No,Month-to-month,No,Mailed Check,Yes,No
Stayed,R836772,32,Gregory,48137,42.46219,-84.0736,Fiber Optic,Yes,Male,63.88028,207.4673,481.42869591666664,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,No,Yes
Stayed,X789375,43,Toquerville,84774,37.29049,-113.2812,DSL,Yes,Male,68.00942,235.1372,557.69687875,No,Yes,Yes,Yes,One year,Yes,Bank Withdrawal,Yes,Yes
Stayed,V142415,25,Newbury,44065,41.46338,-81.24301,,Yes,Female,63.04815,200.1465,501.99762625,Yes,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,Z968343,89,Belden,38826,34.30573,-88.84611,,Yes,Female,64.33856,172.4848,461.69186966666666,Yes,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Stayed,P471639,65,Glenmont,12077,42.59437,-73.78408,DSL,Yes,Male,62.23314,149.9447,481.1636736666667,No,No,No,No,Month-to-month,No,Mailed Check,No,Yes
Stayed,W964977,76,Funkstown,21734,39.60776,-77.70778,,Yes,Female,59.14986,169.9671,433.80915925,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,W365170,58,Lutz,33549,28.14055,-82.44643,Fiber Optic,Yes,Male,71.7825,147.4783,509.2734296666667,Yes,No,No,No,One year,Yes,Electronic Check,No,No
Stayed,P802061,72,Bowling Green,43402,41.40998,-83.65457,Fiber Optic,Yes,Female,43.93445,159.965,316.57974825,No,No,Yes,No,One year,No,Bank Withdrawal,Yes,No
Stayed,Z580866,28,Cossayuna,12823,43.1818,-73.40764,,Yes,Female,68.97498,159.9642,524.7183739166667,No,Yes,No,No,Two Year,No,Bank Withdrawal,No,Yes
Stayed,O383133,52,Neon,41840,37.19718,-82.71545,DSL,Yes,Female,43.69919,127.4421,352.93088674999996,No,No,No,No,Two Year,Yes,Bank Withdrawal,Yes,No
Stayed,Z247475,89,Honey Grove,17035,40.41635,-77.57482,,Yes,Male,50.76631,162.5005,369.3070045833333,No,No,Yes,Yes,Month-to-month,No,Bank Withdrawal,No,Yes
Stayed,W603761,57,Rock,24747,37.39621,-81.23169,Fiber Optic,Yes,Female,36.98095,220.1323,305.6944005,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,D384724,38,Roy,59471,47.42131,-108.7595,,Yes,Male,54.8376,162.4937,417.93294266666663,No,Yes,Yes,Yes,Month-to-month,No,Electronic Check,Yes,No
Stayed,A430952,30,Bayfield,81122,37.33995,-107.4787,,Yes,Male,64.08859,149.989,477.6950634166667,Yes,No,No,No,Two Year,Yes,Mailed Check,Yes,No
Stayed,Q848470,22,Wolsey,57384,44.41466,-98.49125,,Yes,Male,45.96907,124.9935,336.9446110833333,No,No,No,Yes,Month-to-month,No,Mailed Check,No,No
Stayed,U26172,27,Uniondale,46791,40.83697,-85.24019,Fiber Optic,No,Male,48.04306,222.65,404.74361541666667,Yes,No,Yes,No,One year,Yes,Mailed Check,Yes,Yes
Stayed,V161009,36,Billings,59106,45.80791,-108.6834,Fiber Optic,Yes,Male,60.16674,220.1185,459.23793374999997,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,Y476794,85,Berryville,72616,36.34291,-93.5564,DSL,Yes,Female,64.15463,137.4836,478.2414515,No,No,Yes,No,Month-to-month,Yes,Credit Card,No,No
Stayed,Q981830,84,David,41616,37.58106,-82.87669,DSL,Yes,Male,41.72598,137.4698,338.31730550000003,No,No,No,Yes,One year,Yes,Mailed Check,No,No
Stayed,C908760,31,Newfoundland,18445,41.2966,-75.36064,Fiber Optic,Yes,Male,53.86603,242.6326,426.91901133333334,Yes,No,No,No,Month-to-month,Yes,Mailed Check,Yes,Yes
Stayed,V438879,82,Byesville,43723,39.96057,-81.54009,Fiber Optic,Yes,Male,63.96033,162.4689,459.54162066666663,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,U892775,87,Buffalo,62515,39.85842,-89.37649,DSL,Yes,Male,58.34548,154.9919,463.95523116666664,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,K234189,75,Westwood,7675,41.00911,-74.00429,Fiber Optic,No,Male,59.46147,192.4705,439.7648065833334,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,X515591,70,Mill Valley,94941,37.89517,-122.5592,DSL,Yes,Male,70.59181,164.9853,550.23428625,Yes,No,Yes,No,Month-to-month,Yes,Credit Card,No,Yes
Stayed,H878507,19,Uniopolis,45888,40.60224,-84.08683,,Yes,Male,55.62538,79.97886,399.9082401666667,No,No,No,No,One year,Yes,Credit Card,No,No
Stayed,Q951171,77,Putnam,73659,35.86958,-98.923,Fiber Optic,Yes,Female,54.06613,242.6326,414.36141941666665,Yes,No,No,No,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,A508226,80,Fryeburg,4037,44.09281,-70.94984,DSL,Yes,Female,60.98195,182.4433,477.11849025,No,Yes,No,No,One year,No,Credit Card,Yes,No
Stayed,G629174,70,Holly Pond,35083,34.19826,-86.59912,Fiber Optic,Yes,Female,51.53345,220.1185,387.07787325,No,No,No,Yes,Month-to-month,No,Mailed Check,Yes,Yes
Stayed,B488148,33,Orlando,32817,28.59039,-81.24459,Fiber Optic,Yes,Male,64.48611,172.4742,472.21729075,No,No,Yes,Yes,One year,No,Mailed Check,Yes,No
Stayed,I220296,54,Villa Ridge,62996,37.16306,-89.15429,DSL,Yes,Male,65.63056,132.4798,519.8644881666667,Yes,No,Yes,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,N580999,23,Deale,20751,38.79605,-76.56104,DSL,Yes,Female,51.53674,172.4705,427.46167825,No,No,Yes,No,Two Year,No,Credit Card,Yes,No
Churned,I309319,58,Ragan,68969,40.30382,-99.28345,,Yes,Male,48.76309,129.9926,367.4605849166667,Yes,No,No,Yes,Month-to-month,No,Mailed Check,Yes,No
Stayed,R577652,41,Hughes Springs,75656,33.00551,-94.59071,DSL,Yes,Female,71.02583,220.1149,570.7570808333334,No,No,No,No,One year,Yes,Electronic Check,Yes,Yes
Stayed,U559614,55,Corpus Christi,78405,27.77425,-97.43876,,Yes,Female,47.52483,117.4858,348.7512280833334,No,No,Yes,No,Two Year,Yes,Mailed Check,No,Yes
Stayed,K260487,59,Harrisonburg,22807,38.43413,-78.867,DSL,Yes,Female,68.03642,117.4392,522.773201,No,No,No,No,Month-to-month,No,Credit Card,No,Yes
Stayed,B918969,80,Leslie,49251,42.46595,-84.41006,Fiber Optic,Yes,Female,63.37764,262.6106,486.3839190833333,No,Yes,No,No,Two Year,No,Electronic Check,Yes,Yes
Stayed,A753189,84,Grantsboro,28529,35.08158,-76.86145,,Yes,Female,69.36684,165.0113,498.8516858333333,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,S631680,60,Lewis,47858,39.26386,-87.23117,,Yes,Male,64.91577,187.656,491.84295008333333,No,No,Yes,No,Two Year,No,Electronic Check,Yes,Yes
Stayed,D665731,24,Ware,1082,42.2948,-72.27776,Fiber Optic,Yes,Female,60.74742,157.4698,445.8421766666667,No,No,No,Yes,Two Year,Yes,Electronic Check,No,No
Stayed,N531201,61,Obernburg,12767,41.8414,-75.00262,Fiber Optic,Yes,Female,65.25348,137.4686,466.54824125,Yes,Yes,No,No,Two Year,Yes,Mailed Check,No,No
Stayed,N731402,68,Ceres,14721,42.01386,-78.26648,DSL,Yes,Male,60.80126,197.484,496.81758125000005,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,Yes,No
Stayed,B525987,49,Bartow,33830,27.87487,-81.81745,DSL,Yes,Male,55.75197,235.1417,474.82739425,Yes,No,No,Yes,Month-to-month,Yes,Credit Card,Yes,Yes
Stayed,U565222,71,Pocahontas,38061,35.06497,-88.76755,Fiber Optic,Yes,Male,61.23692,182.4608,449.68657783333333,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Yes,No
Stayed,B816555,32,Cleveland,44106,41.50626,-81.60673,,Yes,Male,42.93116,190.1737,365.9073285,Yes,No,Yes,No,One year,Yes,Mailed Check,Yes,Yes
Stayed,X359321,58,Kent,14477,43.33361,-78.13592,Fiber Optic,Yes,Female,64.76289,242.6281,492.6914580833333,No,Yes,Yes,No,Two Year,Yes,Credit Card,Yes,Yes
Stayed,Q103360,35,Nine Mile Falls,99026,47.81145,-117.6278,Fiber Optic,Yes,Female,63.70616,182.4653,466.8604940833333,Yes,No,No,No,Month-to-month,No,Mailed Check,Yes,No
Stayed,V807781,31,Seal Beach,90740,33.75962,-118.0735,,Yes,Female,66.74044,112.4844,466.5329206666667,No,No,No,No,One year,Yes,Electronic Check,No,No
Churned,W166540,43,San Mateo,94403,37.53847,-122.3045,DSL,Yes,Female,43.69814,235.1555,394.4100020833334,Yes,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,Z746394,19,Yermo,92398,34.91176,-116.8472,Fiber Optic,Yes,Male,55.89461,192.4885,420.4654095833334,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card,No,No
Stayed,S248032,53,Davisburg,48350,42.74085,-83.53217,DSL,Yes,Male,61.2082,184.9496,485.63664475,No,Yes,No,Yes,Two Year,No,Electronic Check,No,Yes
Stayed,N306950,41,Fort Wayne,46845,41.20487,-85.10807,,Yes,Female,67.75127,124.9935,476.19389216666667,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,No
Stayed,G217247,50,Point Clear,36564,30.47587,-87.92463,Fiber Optic,Yes,Female,67.11199,159.965,478.28503075000003,No,No,Yes,No,Two Year,No,Bank Withdrawal,Yes,No
Stayed,R655332,77,Orofino,83544,46.49535,-116.1552,DSL,Yes,Male,55.18746,147.4564,426.79218216666663,No,Yes,No,No,Month-to-month,No,Electronic Check,No,No
Stayed,D84377,56,Cannon Ball,58528,46.33616,-100.6364,DSL,Yes,Female,71.97435,164.9785,576.3616338333333,Yes,Yes,Yes,No,Two Year,No,Electronic Check,Yes,No
Stayed,V205649,55,Ketchum,74349,36.51767,-95.03399,Fiber Optic,Yes,Female,41.67396,287.6427,347.3433585833333,No,Yes,Yes,Yes,One year,No,Mailed Check,Yes,Yes
Stayed,L944578,27,Rockland,49960,46.71124,-89.25647,DSL,Yes,Male,68.55339,139.9349,536.5382903333333,No,Yes,No,No,One year,Yes,Mailed Check,No,Yes
Stayed,E324565,68,Bella Vista,72714,36.46756,-94.21662,,Yes,Male,61.13096,149.9845,449.7827468333333,No,Yes,Yes,No,Two Year,Yes,Mailed Check,Yes,No
Stayed,I889643,61,Cloutierville,71416,31.53793,-92.91219,DSL,Yes,Female,68.41538,117.4392,517.1181856666667,No,No,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,M447069,37,Charlestown,2813,41.39728,-71.67017,Fiber Optic,Yes,Male,66.23131,287.6427,528.9945666666666,No,Yes,Yes,Yes,Two Year,No,Electronic Check,Yes,Yes
Stayed,K963843,23,Abercrombie,58001,46.44503,-96.72069,Fiber Optic,Yes,Female,59.64391,217.484,457.3294710833333,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,U825707,33,Hodge,71247,32.27241,-92.72185,,Yes,Male,67.39064,255.1665,548.2650665833334,No,Yes,Yes,Yes,One year,Yes,Mailed Check,Yes,Yes
Stayed,F229213,88,Littleton,26581,39.6651,-80.56753,Fiber Optic,Yes,Male,70.17136,137.4872,490.39944125000005,No,No,Yes,Yes,Month-to-month,No,Electronic Check,No,No
Churned,C364813,74,China,77613,30.04723,-94.35561,Fiber Optic,Yes,Male,62.99453,245.1457,486.4334431666667,Yes,Yes,Yes,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,Y98868,25,Solgohachia,72156,35.27908,-92.68489,Fiber Optic,Yes,Female,56.26037,242.6326,443.5514183333333,Yes,No,No,No,One year,No,Credit Card,Yes,Yes
Stayed,S510657,68,Wilcox,15870,41.58334,-78.57447,DSL,Yes,Female,46.66033,104.9781,360.00194983333336,No,No,Yes,No,Two Year,No,Credit Card,No,No
Stayed,E11476,83,Nett Lake,55772,48.09473,-93.15552,Fiber Optic,Yes,Female,69.06894,184.9785,506.9921054166667,Yes,Yes,Yes,No,Month-to-month,Yes,Credit Card,Yes,No
Stayed,H995944,62,Cedar Grove,7009,40.85651,-74.22874,Fiber Optic,No,Female,68.45528,240.1149,510.4441004166667,No,No,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,F112601,20,Petersburg,12138,42.74723,-73.37207,DSL,Yes,Male,65.05265,235.1372,551.4878347499999,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,V632030,23,Mead,80542,40.23468,-104.9994,DSL,Yes,Female,64.48112,149.9447,504.0672901666667,No,No,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,A516936,76,Suamico,54173,44.64354,-88.03191,,Yes,Female,69.45823,119.9897,494.8753623333334,Yes,No,No,Yes,One year,Yes,Credit Card,No,Yes
Stayed,V412148,55,Newport Center,5857,44.93594,-72.30474,,Yes,Female,71.24754,139.9979,510.6481381666667,No,No,Yes,Yes,Month-to-month,No,Mailed Check,Yes,No
Churned,Z193166,58,Trenton,8638,40.25675,-74.763,DSL,Yes,Male,62.69829,267.6427,525.894679,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,I873153,84,Pensacola,32514,30.53185,-87.22196,,Yes,Female,38.58318,147.5031,274.7181796666667,No,Yes,Yes,No,Month-to-month,Yes,Bank Withdrawal,No,No
Stayed,T59719,77,Sciota,18354,40.92571,-75.32502,DSL,Yes,Male,62.71436,152.4441,488.49856725,No,Yes,No,Yes,One year,Yes,Credit Card,No,Yes
Stayed,O492751,56,Chatham,49816,46.28458,-86.89419,,Yes,Male,70.63479,169.9671,514.2899659999999,No,Yes,No,No,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,I38410,22,Garrett,41630,37.4538,-82.86469,Fiber Optic,Yes,Male,60.04717,147.4421,452.84948575,No,No,No,No,Two Year,No,Mailed Check,Yes,No
Stayed,O406255,63,Chaseburg,54621,43.65802,-91.08284,DSL,Yes,Male,52.9247,127.4783,411.03586758333336,Yes,No,No,No,One year,Yes,Electronic Check,No,No
Stayed,C742082,36,Rangeley,4970,45.00446,-70.63805,,Yes,Male,69.86605,185.0077,543.2600589166667,Yes,Yes,Yes,No,One year,Yes,Electronic Check,Yes,No
Stayed,F878212,61,Manhattan Beach,90266,33.8895,-118.3972,,Yes,Male,53.39442,220.1615,418.8960971666667,No,No,Yes,No,One year,Yes,Bank Withdrawal,Yes,Yes
Stayed,T731870,76,Jacksonville,32256,30.18783,-81.50041,Fiber Optic,Yes,Male,61.36647,195.0062,445.9560701666667,Yes,Yes,Yes,Yes,Month-to-month,No,Credit Card,No,No
Stayed,C883014,85,West Camp,12490,42.12467,-73.92603,Fiber Optic,Yes,Male,71.80608,219.9902,540.989117,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,No,Yes
Stayed,D349985,33,Honobia,74549,34.5583,-94.93268,,No,Female,50.40492,162.5299,393.95795100000004,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,No,No
Stayed,I765697,49,Omaha,68136,41.16889,-96.18671,,Yes,Female,67.60425,117.4858,487.4959015833333,No,No,Yes,No,Month-to-month,Yes,Credit Card,No,Yes
Stayed,L280248,61,Delong,46922,41.13824,-86.4133,,Yes,Male,60.42738,162.4818,449.56811783333336,Yes,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,V204161,72,Harrisburg,17113,40.22555,-76.82749,DSL,Yes,Female,71.99132,222.6326,570.0159257500001,Yes,No,No,No,Month-to-month,No,Credit Card,Yes,Yes
Stayed,J280317,53,Bellaire,77401,29.70443,-95.46175,DSL,Yes,Male,52.26662,184.9496,434.84370475,No,Yes,No,Yes,Month-to-month,No,Bank Withdrawal,No,Yes
Stayed,Y190385,85,Drexel,28619,35.75855,-81.60243,DSL,Yes,Male,63.81393,222.6281,517.2139205833333,No,Yes,Yes,No,One year,No,Credit Card,Yes,Yes
Stayed,G650321,77,Cathay,58422,47.59801,-99.40332,DSL,Yes,Male,50.44094,182.4433,415.3851205833334,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,P349310,53,Indianapolis,46222,39.79111,-86.2149,DSL,Yes,Female,37.04844,129.9621,309.65575625,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,No,Yes
Stayed,T360114,71,Flintstone,30725,34.92436,-85.35312,Fiber Optic,No,Male,60.26349,172.4555,449.90746916666666,Yes,Yes,No,No,One year,Yes,Electronic Check,Yes,No
Stayed,B128794,88,Frankford,24938,37.91587,-80.3782,Fiber Optic,Yes,Female,66.10035,217.484,483.65579133333335,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,Y180853,42,Avondale,24811,37.40164,-81.77855,DSL,No,Female,46.03183,119.9568,373.1725585,Yes,No,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,X890251,44,Beaver Crossing,68313,40.78193,-97.27231,Fiber Optic,Yes,Female,53.24575,149.9483,394.3463248333333,No,No,No,Yes,Two Year,Yes,Electronic Check,No,Yes
Stayed,S550433,25,Salisbury,3268,43.38648,-71.75655,Fiber Optic,No,Male,61.35418,140.0049,445.97795666666667,Yes,No,Yes,Yes,Month-to-month,Yes,Credit Card,No,No
Stayed,Z327230,53,Raymond,50667,42.47028,-92.2264,DSL,Yes,Male,59.60557,127.4421,470.69147399999997,No,No,No,No,One year,No,Electronic Check,Yes,No
Stayed,Z748506,43,Harlem,59526,48.43614,-108.715,Fiber Optic,Yes,Female,56.34451,152.4798,441.60743299999996,Yes,No,Yes,No,One year,No,Electronic Check,No,Yes
Stayed,U821333,51,Upsala,56384,45.80948,-94.5672,Fiber Optic,Yes,Female,61.74695,182.4653,454.24199875,Yes,No,No,No,One year,Yes,Bank Withdrawal,Yes,No
Stayed,P222800,28,Alloy,25002,38.13577,-81.24177,Fiber Optic,Yes,Male,71.99418,192.4705,538.18141875,No,No,Yes,No,Month-to-month,Yes,Credit Card,Yes,No
Stayed,W52065,53,Red Bud,62278,38.20794,-89.99259,,Yes,Male,61.84543,190.1737,481.623045,Yes,No,Yes,No,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,Q345034,84,Terre Haute,47805,39.54706,-87.32665,DSL,Yes,Female,45.34674,184.9496,372.63737241666666,No,Yes,No,Yes,Two Year,Yes,Electronic Check,No,Yes
Stayed,W987217,75,Chester,29706,34.71675,-81.23292,Fiber Optic,Yes,Female,70.99524,202.4433,507.26823708333336,No,Yes,No,No,Month-to-month,No,Credit Card,Yes,No
Stayed,L595428,89,Oklahoma City,73103,35.48909,-97.51892,DSL,Yes,Female,66.89948,184.961,513.6360980833333,Yes,Yes,No,No,One year,No,Bank Withdrawal,Yes,No
Stayed,D808028,37,Midlothian,76065,32.47047,-96.98898,Fiber Optic,Yes,Female,51.58987,194.9699,384.04221725,No,Yes,Yes,Yes,Month-to-month,No,Electronic Check,Yes,No
Churned,A776577,61,Colorado Springs,80910,38.81252,-104.7743,DSL,Yes,Female,43.40615,200.1323,372.67005575,No,No,Yes,No,One year,Yes,Mailed Check,Yes,Yes
Stayed,R407604,35,Egypt,77436,29.42393,-96.23226,Fiber Optic,Yes,Male,53.91114,149.9778,400.8567254166667,Yes,Yes,No,Yes,One year,Yes,Mailed Check,No,No
Stayed,W17115,34,Pearl City,61062,42.25279,-89.84133,Fiber Optic,No,Male,44.14809,242.6326,362.3091043333333,Yes,No,No,No,Two Year,Yes,Credit Card,Yes,Yes
Stayed,B950646,88,Premont,78375,27.39448,-98.14464,DSL,Yes,Male,49.22149,152.4624,394.86642149999994,Yes,No,No,No,Two Year,Yes,Credit Card,No,Yes
Stayed,X33849,82,Baldwin Park,91706,34.09641,-117.9682,DSL,Yes,Male,52.60487,184.9797,420.72169325,No,No,Yes,Yes,One year,Yes,Bank Withdrawal,Yes,No
Churned,S58503,64,Tacoma,98466,47.22779,-122.5357,Fiber Optic,Yes,Male,55.02676,265.1283,436.22629333333333,Yes,Yes,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,N253276,52,Reedsville,45772,39.14242,-81.8252,Fiber Optic,Yes,Male,50.60009,159.965,371.8499136666667,No,No,Yes,No,Month-to-month,No,Credit Card,Yes,No
Churned,W405865,69,Robertsdale,16674,40.18944,-78.08824,DSL,Yes,Male,48.60336,212.6228,416.896768,Yes,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Stayed,N247032,20,New York,10034,40.86716,-73.92411,Fiber Optic,Yes,Female,66.03662,194.9744,489.79720199999997,Yes,No,No,Yes,Two Year,Yes,Electronic Check,Yes,No
Stayed,Z858434,86,Ludowici,31316,31.71718,-81.72853,Fiber Optic,Yes,Female,68.87713,277.6513,530.5275799166667,Yes,Yes,Yes,No,One year,Yes,Mailed Check,Yes,Yes
Stayed,B385712,68,Jasper,72641,35.98244,-93.23047,,Yes,Female,60.1745,184.9939,452.18391025,Yes,Yes,No,Yes,Month-to-month,No,Credit Card,Yes,No
Stayed,K783774,67,Phoenix,85053,33.62994,-112.1316,DSL,Yes,Female,64.2498,210.1051,519.2221596666667,No,Yes,No,No,One year,No,Mailed Check,Yes,Yes
Stayed,J88059,22,Omro,54963,44.04307,-88.77445,,Yes,Male,54.65479,117.4858,418.06926608333333,No,No,Yes,No,Month-to-month,No,Mailed Check,No,Yes
Stayed,N112517,76,Vacherie,70090,29.96837,-90.70455,Fiber Optic,Yes,Male,70.50947,124.9643,481.19503783333334,No,No,No,Yes,Month-to-month,Yes,Credit Card,No,No
Stayed,K798113,37,Cincinnati,45205,39.11007,-84.57524,DSL,No,Male,67.06183,149.9447,521.7848959166666,No,No,No,No,One year,Yes,Bank Withdrawal,No,Yes
Stayed,K879725,35,Cattaraugus,14719,42.3385,-78.87918,,Yes,Female,43.02146,120.0035,327.16749708333333,Yes,No,Yes,No,One year,Yes,Mailed Check,No,Yes
Stayed,M899572,46,Tucson,85736,31.90107,-111.3702,Fiber Optic,Yes,Male,49.8063,172.5104,369.9509915833333,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,No,No
Stayed,I249423,85,Benton,71006,32.72761,-93.63354,,Yes,Female,65.91489,242.6573,501.7418548333333,No,Yes,Yes,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Stayed,V879846,20,Ida Grove,51445,42.32447,-95.46454,DSL,Yes,Male,63.8887,139.9512,522.1407887500001,No,No,No,Yes,Month-to-month,No,Mailed Check,Yes,No
Stayed,B361009,23,San Angelo,76903,31.48482,-100.4372,Fiber Optic,Yes,Male,69.93109,159.9349,515.1458524166667,No,Yes,No,No,Two Year,Yes,Credit Card,No,Yes
Stayed,S911015,78,Winslow,47598,38.388,-87.21356,Fiber Optic,No,Male,68.38161,147.4783,480.58723733333335,Yes,No,No,No,Two Year,Yes,Credit Card,No,No
Stayed,O790940,37,Moses Lake,98837,47.14978,-119.3046,,Yes,Female,62.8566,197.6288,480.8825690833333,No,Yes,No,No,Two Year,Yes,Mailed Check,Yes,Yes
Stayed,U567243,50,West Valley,14171,42.42279,-78.64277,Fiber Optic,Yes,Female,56.24647,217.4725,423.85870774999995,No,Yes,Yes,Yes,One year,Yes,Mailed Check,No,Yes
Churned,C757251,54,Crossville,38572,35.84873,-85.13078,DSL,Yes,Male,64.86438,184.9797,514.647102,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,P781692,50,Union Hall,24176,37.00932,-79.69178,DSL,No,Male,65.2372,164.9647,524.4244260833333,Yes,Yes,No,Yes,Two Year,No,Mailed Check,Yes,No
Churned,J07300,37,Denver,80247,39.69719,-104.8818,Fiber Optic,Yes,Male,48.70941,207.6094,398.32970700000004,No,No,No,No,Month-to-month,Yes,Credit Card,Yes,Yes
Churned,S497913,49,Madison,53792,43.07754,-89.43065,,Yes,Male,55.49261,230.1344,439.8039019166667,No,Yes,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,D155978,37,Knoxville,37917,36.00121,-83.91371,Fiber Optic,No,Male,62.59584,184.9785,474.521914,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,Z296805,20,Whitmore,96096,40.64528,-121.8394,Fiber Optic,Yes,Male,68.79248,182.447,508.4760624166667,No,Yes,No,Yes,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,F914979,24,Regina,87046,36.24693,-106.9161,DSL,Yes,Male,56.0677,245.147,484.64230391666666,No,No,Yes,Yes,Month-to-month,No,Bank Withdrawal,Yes,Yes
Stayed,N200102,75,Pocahontas,72455,36.31837,-91.0361,Fiber Optic,Yes,Female,56.75264,147.4738,402.94130125,No,Yes,Yes,No,Two Year,Yes,Mailed Check,No,No
Stayed,X178794,68,Evington,24550,37.23318,-79.26,,Yes,Female,67.00862,149.9845,480.49375633333335,No,Yes,Yes,No,One year,Yes,Electronic Check,Yes,No
Stayed,E85379,74,Toledo,43610,41.67802,-83.56137,,Yes,Nonbinary,66.85966,127.4586,478.19403116666666,No,Yes,No,No,Month-to-month,Yes,Mailed Check,No,Yes
Stayed,D820355,47,Clinton,73601,35.48715,-98.96583,Fiber Optic,Yes,Female,68.70194,147.4601,482.8824344166667,No,Yes,No,Yes,Month-to-month,No,Credit Card,No,No
Stayed,C693256,29,Reedsville,54230,44.15781,-87.91291,DSL,Yes,Female,64.9377,149.9447,505.54560433333336,No,No,No,No,Month-to-month,Yes,Mailed Check,No,Yes
