,Churn,Age,Income,Email,Contacts,Tenure,MonthlyCharge,Bandwidth_GB_Year,Gender_Female,Gender_Male,Gender_Nonbinary,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed
4562,1,70,7257.49,8,0,2.691911,167.4564,347.3046722,1,0,0,1,0,0,0,0,1,0,0
4563,1,36,21092.07,13,2,6.999666,232.6415,1161.766944,1,0,0,0,1,0,0,0,0,0,1
4564,0,47,68629.48,12,0,3.896108,179.9794,729.6672295,1,0,0,0,0,1,0,0,0,0,1
4565,1,71,59242.86,8,2,6.564797,257.6513,1801.105672,0,1,0,0,0,1,0,0,1,0,0
4567,1,85,7543.45,12,2,2.804449,172.4733,538.267259,1,0,0,1,0,0,0,1,0,0,0
4568,0,79,8328.28,16,1,14.41688,169.9447,1458.177149,0,1,0,0,0,1,1,0,0,0,0
4569,1,69,48219.15,17,0,6.186874,194.9525,1183.666028,1,0,0,0,0,1,0,0,0,1,0
4570,1,32,10607.43,15,1,8.380626,232.624,1827.741525,0,1,0,0,1,0,0,0,1,0,0
4571,0,32,20998.16,10,0,11.88328,117.4858,1309.247153,1,0,0,0,0,1,1,0,0,0,0
4572,0,65,66156.08,15,2,4.899337,162.4538,1125.779521,1,0,0,0,1,0,1,0,0,0,0
4573,0,20,23334.38,15,1,8.574964,169.9447,1296.081512,0,1,0,0,1,0,0,0,0,0,1
4574,1,70,69183.29,9,2,31.79027,255.1198,3575.871459,1,0,0,1,0,0,0,0,0,0,1
4575,1,44,31012.18,14,1,7.84461,137.4616,1024.765594,0,1,0,0,0,1,0,1,0,0,0
4576,1,19,37461.63,8,0,14.31807,262.6106,1924.414895,1,0,0,0,1,0,0,0,0,1,0
4577,0,21,42139.77,13,0,21.43457,172.4441,2141.091982,1,0,0,0,0,1,0,1,0,0,0
4578,0,74,16197.52,11,0,4.439464,197.4876,729.7825005,1,0,0,0,0,1,0,0,0,1,0
4579,0,66,19161.27,9,0,3.147832,159.9642,562.8048829,1,0,0,0,0,1,1,0,0,0,0
4580,1,31,62028.51,10,0,10.83268,149.9776,1248.354542,1,0,0,1,0,0,0,0,1,0,0
4581,1,18,23055.92,13,1,7.812114,177.6508,1381.709993,0,1,0,0,0,1,0,0,0,1,0
4582,0,37,50998.43,13,1,9.042296,184.9496,1852.013833,0,1,0,0,0,1,1,0,0,0,0
4583,1,35,52984.07,16,0,8.850759,127.4586,1152.131327,1,0,0,1,0,0,0,1,0,0,0
4584,0,78,41637.08,12,3,5.933094,172.4624,786.1863432,0,0,1,0,1,0,0,0,0,0,1
4586,0,57,40120.86,14,1,13.45113,114.9509,1613.057137,1,0,0,0,0,1,0,1,0,0,0
4587,0,74,51251.01,10,1,3.080084,79.97886,436.2644992,0,1,0,0,1,0,0,0,0,0,1
4588,0,19,11943.45,8,2,14.41788,232.6415,1872.389857,0,1,0,0,1,0,1,0,0,0,0
4589,0,53,38916.4,15,1,6.2061,184.967,904.3179865,1,0,0,0,1,0,1,0,0,0,0
4590,1,69,42780.53,15,1,17.38432,174.9744,2140.11456,0,0,1,1,0,0,1,0,0,0,0
4591,1,38,48911.65,11,1,4.490588,202.65,1542.618812,0,1,0,1,0,0,0,1,0,0,0
4592,0,74,79890.24,10,1,2.893617,200.1323,1280.101622,0,1,0,0,0,1,0,0,0,1,0
4593,0,66,24929.75,13,2,7.634806,144.9607,753.7251984,0,1,0,0,1,0,0,0,0,1,0
4594,0,87,58884.99,9,2,3.794574,104.9643,726.148196,1,0,0,1,0,0,0,1,0,0,0
4595,0,55,48618.33,15,0,6.905799,182.4608,914.6362933,1,0,0,0,0,1,0,0,1,0,0
4596,0,25,23367.98,11,3,21.26763,114.9509,2327.656652,1,0,0,0,1,0,0,0,1,0,0
4597,0,20,27558.14,10,1,2.507107,144.9607,463.6732561,1,0,0,1,0,0,0,0,1,0,0
4598,0,82,46381.14,9,0,7.721518,174.9755,1065.856964,1,0,0,0,1,0,0,0,0,1,0
4599,0,89,54862.38,11,0,2.886437,159.9349,486.381294,1,0,0,0,0,1,0,0,1,0,0
4600,0,39,14638.15,15,0,10.35845,169.9671,1349.872551,0,1,0,0,0,1,1,0,0,0,0
4601,1,48,84113.15,14,0,8.093081,129.9483,1340.469295,1,0,0,0,1,0,0,0,1,0,0
4602,0,24,22467.91,14,1,12.1891,79.97886,1346.569879,0,1,0,0,1,0,0,0,0,0,1
4603,0,40,69433.42,17,1,11.3031,160.0013,1217.604663,1,0,0,1,0,0,1,0,0,0,0
4604,0,21,82130.46,11,0,7.445235,149.9378,1450.159924,0,1,0,0,1,0,0,1,0,0,0
4605,0,59,59532.16,8,1,1.877939,182.4676,503.6435762,1,0,0,0,0,1,1,0,0,0,0
4606,0,58,23080.06,10,0,2.347884,187.4847,616.2094946,1,0,0,0,0,1,0,0,0,0,1
4607,1,33,52137.85,9,0,24.69325,92.45514,2693.549899,0,1,0,0,1,0,0,0,1,0,0
4608,1,35,56315.69,15,1,4.768185,139.9349,1138.754327,1,0,0,1,0,0,0,0,1,0,0
4609,1,24,15091.63,13,1,8.824037,144.9889,1670.183322,1,0,0,1,0,0,0,0,1,0,0
4610,1,79,14541.24,16,0,7.364002,184.9715,1144.514093,0,1,0,0,0,1,0,0,0,1,0
4611,1,40,41819.9,4,1,16.58054,159.9942,1734.504367,1,0,0,0,1,0,0,0,0,0,1
4612,0,75,116628.8,13,0,1.921112,159.9875,397.1455126,0,1,0,1,0,0,1,0,0,0,0
4613,0,73,8510.91,11,0,11.72692,159.9942,1372.468821,0,1,0,0,1,0,1,0,0,0,0
4614,1,21,54864.24,15,0,2.987316,214.9663,838.558113,1,0,0,1,0,0,1,0,0,0,0
4615,1,75,51379.67,10,0,12.04581,240.1149,1569.259659,0,1,0,1,0,0,0,0,0,1,0
4616,1,68,31469.99,12,0,1.574932,149.9913,711.8546388,0,1,0,0,0,1,0,1,0,0,0
4617,0,59,42452.02,15,0,1.76975,172.4441,483.0491679,0,1,0,0,1,0,1,0,0,0,0
4618,1,52,99168.2,15,0,9.613541,150.007,1083.774656,1,0,0,0,0,1,0,0,0,1,0
4619,0,20,15200.71,11,1,12.22703,127.4421,1782.043347,0,1,0,0,1,0,1,0,0,0,0
4620,0,86,23583.59,11,3,9.517342,194.9882,1162.432794,0,1,0,0,1,0,0,0,0,0,1
4621,0,27,43148.68,9,0,2.611838,124.9643,320.1072613,1,0,0,0,0,1,0,1,0,0,0
4622,0,67,7500.54,10,1,3.27379,137.4836,891.754556,0,1,0,0,0,1,0,0,1,0,0
4623,1,37,3717.97,11,1,13.55138,222.6143,2117.66,1,0,0,0,0,1,0,0,0,0,1
4624,0,41,19089.26,9,0,10.14235,79.97886,979.2710238,1,0,0,1,0,0,0,0,0,0,1
4625,0,29,54929.43,14,0,17.74303,192.4705,1958.174563,1,0,0,1,0,0,0,0,1,0,0
4626,1,31,25692.2,13,0,10.52104,220.1149,2186.78593,0,1,0,1,0,0,0,0,1,0,0
4627,1,57,1055.12,12,0,2.241794,124.9781,323.751566,0,1,0,0,1,0,1,0,0,0,0
4628,1,55,28643.72,11,2,8.828042,199.9902,1997.36133,0,1,0,1,0,0,0,0,0,1,0
4629,0,36,18232.01,9,1,15.46234,179.9476,1786.342426,1,0,0,1,0,0,1,0,0,0,0
4630,0,77,36545.88,12,3,6.974284,117.4686,1235.844622,0,1,0,0,1,0,0,1,0,0,0
4631,0,85,61034.25,13,2,19.6447,124.9781,1657.906578,0,1,0,0,1,0,0,0,0,0,1
4632,1,40,50321.62,14,2,12.67469,130.0064,1469.220521,0,1,0,0,0,1,0,1,0,0,0
4633,1,54,27152.87,12,1,5.924783,159.9349,880.8737878,1,0,0,1,0,0,0,0,0,1,0
4634,1,77,32854.92,11,1,12.65954,187.6094,1892.964163,0,1,0,1,0,0,0,0,1,0,0
4635,1,34,20545.0,14,1,4.254025,220.1323,939.0291358,1,0,0,0,0,1,1,0,0,0,0
4636,1,21,33029.84,15,2,12.4341,207.4754,1999.64045,1,0,0,1,0,0,0,0,0,0,1
4637,0,32,34552.94,12,2,10.97775,165.0182,1417.312047,1,0,0,1,0,0,0,1,0,0,0
4638,0,80,6960.12,15,1,13.16047,104.9923,1175.542116,1,0,0,0,1,0,1,0,0,0,0
4639,1,49,30638.08,14,0,3.171487,194.9581,773.5217752,0,1,0,1,0,0,0,1,0,0,0
4640,1,33,18308.7,11,1,1.817421,117.4835,548.1888179,0,1,0,1,0,0,0,0,0,0,1
4641,0,65,44087.97,6,0,7.813168,152.466,923.5059358,1,0,0,1,0,0,1,0,0,0,0
4642,1,45,77615.02,10,1,11.61194,230.1344,1648.220152,1,0,0,0,0,1,0,0,0,1,0
4643,1,25,32005.71,13,1,20.91805,124.9607,2523.250672,1,0,0,1,0,0,0,0,1,0,0
4644,1,29,42123.52,17,2,7.502506,255.1336,1878.869681,0,1,0,0,1,0,0,0,0,0,1
4645,0,25,46766.41,14,0,13.21297,159.9349,1743.325286,0,1,0,0,0,1,0,0,0,1,0
4646,1,80,12363.22,12,2,15.61752,245.1283,2335.858768,0,1,0,1,0,0,1,0,0,0,0
4647,0,76,9225.43,13,1,9.74066,147.4421,1042.786672,0,1,0,0,1,0,0,0,0,0,1
4648,1,40,25303.83,13,2,7.276075,207.6094,1143.400963,1,0,0,0,1,0,0,1,0,0,0
4649,0,36,34999.62,10,1,7.965702,190.1737,1311.801862,1,0,0,1,0,0,1,0,0,0,0
4650,1,87,50636.27,13,0,2.605757,172.4733,624.0528147,0,1,0,0,1,0,0,0,1,0,0
4652,0,29,50156.65,9,0,10.13859,79.97886,1069.807995,0,1,0,0,1,0,0,0,0,1,0
4653,1,77,22842.54,5,0,5.464636,220.1478,1058.563314,0,1,0,0,0,1,0,0,0,0,1
4654,1,62,24528.06,5,0,1.712499,242.6281,763.7549084,1,0,0,1,0,0,0,0,0,0,1
4655,1,38,25707.64,11,0,8.512387,179.9476,1292.607065,0,1,0,0,1,0,0,0,0,0,1
4656,1,41,50135.13,13,2,8.747794,207.6094,1246.19633,0,1,0,0,1,0,0,0,1,0,0
4657,1,23,62214.19,13,2,7.019257,182.4608,998.0645117,1,0,0,1,0,0,0,0,1,0,0
4658,1,76,7377.09,9,3,13.69077,192.4705,1492.762296,0,1,0,0,0,1,0,0,1,0,0
4659,0,69,32032.54,12,1,4.208515,139.9875,956.1671721,0,1,0,1,0,0,0,0,0,0,1
4660,0,37,23761.42,9,1,18.34508,184.9496,2281.87219,0,0,1,1,0,0,1,0,0,0,0
4661,0,47,57660.95,18,0,8.873645,117.4392,1512.005651,0,1,0,0,1,0,1,0,0,0,0
4662,0,86,12975.69,11,1,5.188006,127.4738,1039.131091,0,1,0,1,0,0,0,0,1,0,0
4663,0,80,24570.19,13,1,10.76731,162.4538,1512.108737,0,1,0,0,1,0,0,0,1,0,0
4664,0,51,11269.01,13,0,2.284566,130.0064,704.9501482,0,1,0,0,0,1,0,0,1,0,0
4665,1,25,13744.26,17,2,6.360959,172.4624,1050.342085,0,1,0,0,0,1,0,1,0,0,0
4666,1,84,64494.71,12,1,4.946157,129.995,636.2377993,1,0,0,0,1,0,0,0,0,1,0
4667,1,47,75524.57,12,0,18.98342,179.9476,2038.787429,1,0,0,1,0,0,1,0,0,0,0
4669,1,47,27995.48,17,0,10.99037,197.6288,1487.997515,1,0,0,1,0,0,0,0,0,0,1
4670,0,75,16787.14,11,0,5.833919,159.9656,1098.532284,1,0,0,0,1,0,0,0,0,1,0
4671,0,55,38999.85,15,1,3.063806,104.9629,503.8825694,0,1,0,0,0,1,0,0,0,1,0
4672,0,36,40437.45,12,2,10.61246,167.4564,1190.056958,0,1,0,1,0,0,1,0,0,0,0
4674,1,57,29448.24,14,1,7.600934,235.1372,1696.720466,0,1,0,1,0,0,1,0,0,0,0
4675,0,75,32910.92,16,2,14.28503,114.9728,1241.590602,0,1,0,1,0,0,0,1,0,0,0
4676,1,50,8148.12,12,0,7.821554,270.1604,2022.556285,1,0,0,0,0,1,0,0,0,1,0
4677,1,34,63574.11,9,0,4.533178,235.1591,1396.329395,0,1,0,1,0,0,0,0,0,1,0
4678,1,38,47347.97,16,3,5.429608,252.6378,1186.544217,1,0,0,0,0,1,0,0,0,1,0
4679,0,64,27647.13,14,3,9.914638,160.0122,1192.115613,0,1,0,0,1,0,1,0,0,0,0
4680,1,21,40598.75,12,2,6.588658,242.6106,1667.235527,1,0,0,0,0,1,0,1,0,0,0
4681,0,31,40690.6,10,0,1.556238,104.9923,498.4399198,0,1,0,0,0,1,0,1,0,0,0
4682,1,26,40977.93,12,0,7.820202,230.1344,1553.750811,1,0,0,0,1,0,1,0,0,0,0
4683,0,27,8211.32,12,1,2.292165,79.97886,371.8766911,0,1,0,0,1,0,1,0,0,0,0
4684,1,54,31168.17,14,0,10.06351,267.6647,1716.442787,1,0,0,0,1,0,0,0,0,1,0
4685,1,77,20122.14,16,1,4.527148,230.1344,932.0065474,1,0,0,0,0,1,0,1,0,0,0
4686,0,73,21336.57,9,0,11.5917,152.4555,1786.980349,0,1,0,0,1,0,0,0,0,0,1
4687,0,77,11548.26,9,1,11.89464,149.9707,1139.673714,1,0,0,0,0,1,0,0,0,1,0
4688,0,77,32382.9,15,1,14.0795,159.9942,1459.766208,0,1,0,0,1,0,0,0,0,0,1
4689,0,63,2606.74,9,0,3.422801,164.9853,1245.217129,0,1,0,0,1,0,0,0,0,0,1
4690,0,35,9694.63,12,0,6.264945,134.9509,857.5127538,0,1,0,1,0,0,0,0,1,0,0
4692,0,55,29360.19,12,2,14.58336,164.9889,1581.65754,0,1,0,0,1,0,0,1,0,0,0
4693,0,41,44031.24,11,1,2.856149,94.97283,830.1003254,0,1,0,0,1,0,0,0,0,0,1
4694,0,77,19315.16,14,0,8.390283,124.9643,835.073392,0,1,0,1,0,0,1,0,0,0,0
4695,0,78,32498.09,11,2,16.64412,124.9643,1333.45659,1,0,0,0,1,0,0,1,0,0,0
4696,1,39,41918.85,14,0,4.46492,242.6143,953.0836423,1,0,0,0,0,1,0,0,0,1,0
4697,1,51,68851.11,8,0,4.16861,159.9349,654.4586472,1,0,0,0,1,0,1,0,0,0,0
4698,1,22,29749.39,13,1,12.62182,255.1555,1802.889936,0,0,1,1,0,0,0,1,0,0,0
4699,1,30,67585.42,14,1,16.37611,222.65,2020.604314,1,0,0,0,1,0,0,0,0,0,1
4700,1,32,52866.31,12,0,4.581601,277.6513,1383.764044,0,1,0,0,0,1,0,0,0,1,0
4701,0,74,82673.37,14,0,12.14985,149.9598,1147.311353,1,0,0,0,0,1,1,0,0,0,0
4702,1,29,38159.22,10,2,11.739,225.1457,2212.982101,1,0,0,1,0,0,0,0,0,1,0
4703,1,77,42693.35,11,1,7.819376,235.1417,1617.064452,0,1,0,0,1,0,0,1,0,0,0
4704,1,72,82818.2,16,1,12.53901,217.484,1642.266752,0,1,0,0,0,1,0,0,0,1,0
4705,1,32,21594.76,12,2,7.766899,184.9853,1166.167844,0,1,0,1,0,0,1,0,0,0,0
4706,0,37,10949.55,13,0,4.219362,167.4564,786.0804243,0,1,0,0,0,1,0,0,0,1,0
4707,0,24,64951.03,12,2,18.75702,167.4564,1989.102456,0,1,0,1,0,0,1,0,0,0,0
4708,0,31,36500.99,11,2,9.875391,104.9781,1478.755528,0,1,0,1,0,0,1,0,0,0,0
4709,0,86,44969.31,12,1,2.323179,187.4974,990.7760503,0,1,0,0,0,1,1,0,0,0,0
4710,1,70,68023.12,14,0,10.48384,172.4885,1488.721642,1,0,0,0,0,1,0,0,0,1,0
4711,1,65,9626.88,12,2,6.027061,204.9797,761.3473324,1,0,0,1,0,0,1,0,0,0,0
4712,0,67,13773.86,10,1,18.84228,162.4689,1836.018288,0,1,0,0,1,0,0,0,0,1,0
4713,0,58,20358.54,11,2,7.895618,154.9618,1460.696574,1,0,0,0,1,0,0,0,1,0,0
4714,0,71,39839.69,15,0,15.37459,182.447,1475.269918,1,0,0,0,1,0,0,0,0,1,0
4715,0,57,28008.97,8,1,9.260977,114.9728,1012.08426,0,1,0,0,0,1,1,0,0,0,0
4716,1,82,84637.15,11,2,12.13697,194.9744,1288.655023,1,0,0,1,0,0,0,1,0,0,0
4717,0,52,59958.03,7,1,5.793869,172.4624,853.7834038,0,1,0,0,1,0,0,0,0,0,1
4718,1,34,32331.8,13,0,2.246214,182.4608,632.4760401,1,0,0,0,1,0,0,0,1,0,0
4719,1,56,21580.42,16,2,1.999262,242.6281,776.1387725,1,0,0,1,0,0,1,0,0,0,0
4720,0,66,21810.7,13,1,4.685087,217.484,843.7651173,1,0,0,1,0,0,0,1,0,0,0
4721,0,85,18513.69,10,0,15.75222,207.4974,1680.906796,0,1,0,0,1,0,0,1,0,0,0
4722,0,53,32753.3,10,0,2.680333,124.9781,352.0824182,1,0,0,0,1,0,1,0,0,0,0
4723,1,64,15037.18,13,1,9.283599,172.4705,1440.630753,1,0,0,0,0,1,0,0,0,1,0
4724,1,38,38532.04,13,2,5.70629,152.4624,1306.002586,0,1,0,0,0,1,0,0,0,1,0
4725,0,83,44241.07,7,3,12.79286,132.466,1655.225461,1,0,0,0,0,1,0,0,0,1,0
4726,0,35,64075.52,8,0,12.2982,197.4945,1484.886328,1,0,0,0,1,0,0,0,0,1,0
4727,1,45,26656.35,13,0,3.665202,104.9629,678.3000196,0,1,0,0,0,1,0,1,0,0,0
4728,0,44,49425.3,16,2,5.971951,182.447,875.6471402,0,1,0,1,0,0,0,1,0,0,0
4729,1,28,79152.4,10,0,5.364231,240.1149,1145.096989,0,1,0,0,0,1,0,0,1,0,0
4730,0,23,40368.33,16,1,14.86565,152.4441,2009.785388,1,0,0,0,0,1,0,1,0,0,0
4731,1,55,24164.69,15,2,10.10287,159.983,990.4553964,1,0,0,1,0,0,0,1,0,0,0
4732,1,20,43643.67,16,0,10.15649,242.6106,2133.046997,0,1,0,0,1,0,0,0,0,1,0
4733,1,28,951.96,9,0,8.031947,182.4833,971.3001605,1,0,0,0,0,1,0,1,0,0,0
4734,0,46,4524.96,13,1,4.864814,112.4551,797.4420172,0,1,0,1,0,0,0,0,0,1,0
4735,1,52,38163.25,8,1,17.06338,175.0211,1988.890125,0,1,0,0,1,0,0,0,0,0,1
4736,1,48,48571.22,19,1,6.723311,222.6281,1602.940552,1,0,0,0,1,0,0,0,0,0,1
4737,0,26,67620.64,14,2,9.712168,92.48802,1028.310241,1,0,0,0,0,1,0,0,0,1,0
4738,1,52,41327.38,14,0,4.731685,179.9794,627.8159819,1,0,0,1,0,0,0,0,1,0,0
4739,0,54,56589.81,14,1,3.407577,130.0064,879.4853583,0,1,0,0,1,0,0,0,0,0,1
4740,1,55,73225.47,13,1,9.986348,257.6375,1944.472438,1,0,0,0,1,0,1,0,0,0,0
4741,1,68,52810.57,13,1,9.651306,190.127,1673.34866,1,0,0,1,0,0,0,0,0,1,0
4742,0,44,12187.37,10,0,1.726448,120.0049,847.9529065,0,1,0,1,0,0,1,0,0,0,0
4743,0,40,42964.75,15,0,11.51671,124.9935,1438.429891,0,1,0,1,0,0,0,0,0,0,1
4744,0,87,53187.32,12,0,17.88722,179.9656,1684.817133,0,1,0,1,0,0,0,0,0,0,1
4745,1,56,66989.79,13,0,13.85859,230.1344,1904.863682,0,1,0,0,1,0,0,0,0,1,0
4746,0,58,46775.2,12,0,23.59578,129.9915,2632.143148,1,0,0,1,0,0,0,0,1,0,0
4747,0,60,19746.8,19,0,4.115815,137.4872,451.0754045,1,0,0,1,0,0,1,0,0,0,0
4748,0,29,12854.97,14,1,7.751707,134.9509,906.6526156,0,1,0,0,0,1,1,0,0,0,0
4749,0,45,14277.26,12,2,10.277,107.482,1429.357527,0,1,0,0,0,1,0,0,1,0,0
4750,1,51,24376.36,14,1,13.89557,220.1615,1745.25049,1,0,0,0,0,1,1,0,0,0,0
4751,1,83,19271.85,15,0,5.792269,144.9607,433.9442354,1,0,0,1,0,0,0,0,0,0,1
4752,0,24,22257.83,18,3,11.89052,152.4441,1871.35466,0,1,0,1,0,0,0,0,0,0,1
4753,1,44,19620.4,9,1,6.971587,207.6094,1090.821866,0,1,0,0,1,0,0,0,0,0,1
4754,1,47,14377.15,9,1,17.30262,182.4433,2275.34376,0,1,0,0,0,1,0,0,1,0,0
4755,1,25,4004.2,13,2,15.13225,207.4754,2259.107162,0,1,0,0,0,1,0,0,0,0,1
4756,0,47,60598.33,6,0,11.42868,114.9509,1510.913118,1,0,0,0,0,1,0,0,1,0,0
4757,1,77,20637.36,17,2,5.192447,217.4702,943.0894026,0,1,0,1,0,0,1,0,0,0,0
4758,0,76,7677.29,13,2,17.1248,207.6094,1910.19173,0,1,0,1,0,0,0,0,1,0,0
4759,1,37,26097.52,15,0,3.199579,207.6094,804.7021179,0,1,0,1,0,0,0,0,0,0,1
4760,0,40,29174.41,18,0,9.630403,149.9621,1237.830202,0,1,0,0,1,0,0,0,0,1,0
4761,1,22,14612.3,12,1,5.73926,184.9785,1053.952202,0,1,0,0,0,1,0,1,0,0,0
4762,0,55,7882.5,16,1,5.506063,192.4705,860.1917234,0,1,0,0,0,1,1,0,0,0,0
4763,1,55,37680.14,14,2,10.89731,184.9715,1219.381518,1,0,0,0,0,1,0,0,1,0,0
4764,0,80,31749.22,10,2,3.770144,134.9509,382.4167858,0,1,0,0,0,1,1,0,0,0,0
4765,0,43,61087.44,9,1,9.312734,152.509,1332.850025,1,0,0,0,1,0,0,1,0,0,0
4766,1,23,93748.65,17,1,4.370713,220.1185,895.556806,0,0,1,0,1,0,1,0,0,0,0
4767,1,68,30255.22,16,0,2.006646,252.6378,977.9075314,0,1,0,1,0,0,1,0,0,0,0
4768,1,54,32228.53,12,1,10.62816,187.6094,1847.226235,1,0,0,0,1,0,0,0,1,0,0
4769,0,22,73162.55,10,0,6.033703,95.01949,824.4079658,0,1,0,1,0,0,0,0,0,0,1
4770,0,77,94990.56,11,1,7.660409,92.48802,682.9150315,0,1,0,1,0,0,0,0,1,0,0
4771,0,58,9245.84,8,0,12.28997,130.0064,1388.750133,1,0,0,0,1,0,1,0,0,0,0
4772,1,31,76161.71,18,0,7.354812,150.0208,1099.874685,0,1,0,0,0,1,0,0,0,1,0
4773,1,18,74084.32,10,1,3.872474,204.9496,892.5015342,0,1,0,0,1,0,1,0,0,0,0
4774,0,89,33652.0,19,2,4.043292,139.983,826.7523349,1,0,0,0,1,0,1,0,0,0,0
4775,1,47,17528.05,15,1,3.309503,149.9378,1026.042379,0,1,0,0,1,0,1,0,0,0,0
4776,1,70,58992.27,12,1,25.68013,242.6106,3070.896284,1,0,0,0,0,1,1,0,0,0,0
4777,1,51,31036.82,15,1,10.12764,194.9882,1214.121186,1,0,0,0,1,0,0,0,1,0,0
4778,0,47,41971.12,14,0,18.01409,149.9621,1885.551581,1,0,0,0,0,1,0,0,0,1,0
4779,0,44,36514.93,13,1,1.90586,127.4958,362.550034,1,0,0,1,0,0,0,0,0,1,0
4780,1,56,5406.51,8,1,7.329775,200.1185,1451.591007,1,0,0,0,0,1,1,0,0,0,0
4781,1,41,44202.8,7,1,11.21881,159.9476,1589.460591,1,0,0,0,0,1,0,0,0,1,0
4782,0,44,36991.79,6,1,13.17784,179.9794,1407.673878,1,0,0,0,0,1,0,1,0,0,0
4783,0,70,23803.0,16,1,7.03957,204.9634,1185.478786,0,1,0,0,1,0,0,0,1,0,0
4784,1,80,37577.46,11,1,2.77885,245.147,1187.8922,1,0,0,0,0,1,0,1,0,0,0
4785,0,25,32555.42,9,0,12.9557,174.9744,1894.547126,1,0,0,0,1,0,1,0,0,0,0
4786,1,46,38869.47,14,3,21.39532,270.1604,3055.521716,1,0,0,0,0,1,0,0,0,0,1
4787,1,58,2904.8,13,0,26.54684,245.147,3238.304359,1,0,0,0,0,1,0,1,0,0,0
4788,1,61,78090.5,6,0,7.334657,152.4742,1253.931577,1,0,0,1,0,0,0,0,0,1,0
4789,0,65,23935.48,11,0,19.48914,152.5104,2254.987769,1,0,0,0,1,0,0,0,0,1,0
4790,0,43,56792.26,14,0,4.546842,162.4538,1076.672787,1,0,0,0,1,0,1,0,0,0,0
4791,0,56,44499.17,12,0,4.320048,194.9663,1215.716688,1,0,0,0,1,0,1,0,0,0,0
4792,1,84,10979.8,12,0,9.553951,204.961,1063.934914,0,0,1,1,0,0,0,0,1,0,0
4793,0,68,31096.42,12,0,22.01734,162.4676,2615.647724,0,1,0,0,0,1,0,0,1,0,0
4794,0,33,82708.61,11,0,2.628926,162.4818,1058.58579,0,1,0,1,0,0,0,0,0,0,1
4795,1,24,50335.96,14,1,7.041709,215.1591,1771.091615,0,1,0,1,0,0,0,0,0,0,1
4796,0,83,48042.7,13,2,7.295203,127.5112,636.617816,1,0,0,1,0,0,0,0,0,1,0
4797,0,57,33572.8,10,1,17.19189,164.967,2297.2034,1,0,0,1,0,0,0,1,0,0,0
4798,0,24,60326.6,14,1,7.560138,129.9621,1503.364958,0,1,0,0,0,1,0,1,0,0,0
4799,0,68,5540.89,11,0,15.62643,202.4433,1624.869828,0,1,0,1,0,0,1,0,0,0,0
4800,0,84,29379.05,14,2,6.142753,137.4686,700.4813335,0,1,0,1,0,0,0,0,0,0,1
4801,1,48,76333.6,12,0,8.696148,172.4705,1475.739164,1,0,0,0,1,0,0,0,0,0,1
4802,1,55,14676.6,13,0,21.49074,235.1372,2886.678944,1,0,0,0,1,0,0,0,0,1,0
4803,0,68,51136.79,11,0,14.45396,117.4835,1684.339812,0,1,0,1,0,0,0,0,1,0,0
4804,0,70,42839.99,10,2,13.21887,207.4811,1566.022939,1,0,0,0,0,1,1,0,0,0,0
4805,1,68,77598.76,9,2,13.74701,214.9525,1598.336024,0,1,0,1,0,0,0,1,0,0,0
4806,0,81,26278.72,15,0,19.48387,194.9699,2038.974824,0,1,0,0,1,0,0,0,0,1,0
4807,1,64,20954.8,7,0,5.067354,220.1323,968.8818009,1,0,0,1,0,0,0,0,0,1,0
4808,1,73,10331.34,13,1,6.386027,139.9875,1039.187211,1,0,0,0,0,1,0,0,0,1,0
4809,0,27,24090.59,7,2,5.387209,159.9349,910.8338083,0,1,0,1,0,0,0,0,1,0,0
4810,1,57,29125.57,6,0,3.94227,104.9643,795.7564584,0,1,0,0,0,1,1,0,0,0,0
4812,1,22,11423.37,9,1,1.329981,200.1323,1244.63125,1,0,0,0,0,1,0,0,1,0,0
4813,0,34,33426.12,10,2,29.58658,114.9509,3041.355145,1,0,0,0,0,1,0,1,0,0,0
4814,0,78,24927.42,10,1,7.888574,147.4783,810.3780598,0,1,0,0,0,1,0,0,0,0,1
4815,0,75,19536.56,11,0,13.34222,174.9581,2027.493646,0,1,0,0,0,1,1,0,0,0,0
4816,1,68,43797.53,12,3,13.63405,174.9768,1855.223588,1,0,0,1,0,0,0,1,0,0,0
4817,1,79,35409.41,3,0,8.171806,154.9919,1307.928901,1,0,0,0,0,1,0,0,0,0,1
4818,0,51,41444.72,10,1,25.76718,167.4847,3049.419775,0,1,0,0,0,1,1,0,0,0,0
4819,1,58,20474.19,15,3,3.876069,197.4702,1218.662597,0,1,0,0,1,0,0,0,0,0,1
4820,0,58,2335.14,11,0,29.71753,194.9768,2823.145964,1,0,0,0,0,1,0,0,0,0,1
4821,1,89,33004.0,14,0,1.116305,184.9634,866.6314272,0,1,0,0,0,1,1,0,0,0,0
4822,1,25,71806.84,12,1,1.331372,220.1185,740.5922353,1,0,0,1,0,0,0,0,0,1,0
4823,0,59,68987.09,11,1,4.054345,149.9778,471.7954635,1,0,0,1,0,0,1,0,0,0,0
4824,0,31,7410.71,13,0,11.99482,179.9656,1293.256696,0,1,0,0,1,0,0,0,1,0,0
4825,0,20,29998.04,13,2,5.156634,169.9378,883.2058714,0,1,0,0,1,0,0,1,0,0,0
